SKU,Ohms,Ohms Unit,Tolerance,Wattage,Price,Link,Mounting Style,Size,Category
A-2327,12.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-12k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2301,12.4,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-12-4k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2205,13.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-13k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2296,13.3,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-13-3k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2182,15.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-15k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2206,16.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-16k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2228,17.8,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-17-8k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2207,18.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-18k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2339,20.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-20k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2284,22.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-22k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2771,24.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-24k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2772,27.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-27k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2608,30.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-30k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2290,33.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-33k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2773,36.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-36k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2313,39.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-39k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2774,43.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-43k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2279,47.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-47k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2775,51.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-51k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2191,56.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-56k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2628,62.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-62k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2334,68.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-68k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2629,75.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-75k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2338,82.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-82k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2776,91.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-91k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2248,100.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-100k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2300,102.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-102k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2208,110.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-110k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2293,113.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-113k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2288,118.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-118k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2209,120.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-120k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2352,130.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/130k-ohm-1-4w-1-metal-film-resistor.html,th,Axiel,Fixed Resistors
A-2210,150.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-150k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2777,160.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-160k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2353,180.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/10-x-resistor-180k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
A-2630,200.0,K,1%,1/4W,0.015,https://www.taydaelectronics.com/resistors/1-4w-metal-film-resistors/resistor-200k-ohm-1-4w-1-metal-film-pkg-of-10.html,th,Axiel,Fixed Resistors
