SKU,Ohms,Ohms Unit,Tolerance,Wattage,Price,Link,Mounting Style,Size,Category
A-3841,360.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-360k-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3842,390.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/41810-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3843,430.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/52390-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3844,470.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-470k-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3845,510.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/83513-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3846,560.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/12496-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3847,620.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-620k-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3848,680.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/13710-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3849,750.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/41725-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3850,820.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/17278-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3851,910.0,K,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-910k-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3852,1.0,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-1m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3853,1.2,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/33849-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3854,1.3,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/26871-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3855,1.5,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-1-5-m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3856,1.6,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-1-6m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3857,1.8,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/34710-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3858,2.0,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/90282-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3859,2.2,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/31751-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3860,2.4,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-2-4-m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3861,2.7,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/45351-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3862,3.0,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-3m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3863,3.3,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-3-3m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3864,3.6,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-3-6m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3865,3.9,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/27915-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3866,4.3,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/89384-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3867,4.7,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-4-7m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3868,5.1,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-5-1m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3869,5.6,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/20664-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3870,6.2,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-6-2m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3871,6.8,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/28228-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3872,7.5,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/7810-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3873,8.2,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/52167-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3874,9.1,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/53132-dup-r-12-4-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3875,10.0,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-10m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
A-3876,11.0,M,1%,1/8W,0.012,https://www.taydaelectronics.com/resistors/1-8w-metal-film-resistors/r-11-m-ohm-1-8w-1-metal-film-resistor.html,th,Axial,Fixed Resistors
